00NAMA,Aberffraw
"37UDGA","Beeston Central"
"37UDGB","Beeston North"
"37UDGC","Beeston Rylands"
"37UDGD","Beeston West"
"37UDGE","Bramcote"
"37UDGF","Brinsley"
"37UDGG","Chilwell East"
"37UDGH","Chilwell West"
"37UDGJ","Cossall and Kimberley"
"37UDGK","Eastwood North and Greasley (Beauvale)"
"37UDGL","Eastwood South"
"37UDGM","Greasley (Giltbrook and Newthorpe)"
"37UDGN","Nuthall East and Strelley"
"37UDGP","Nuthall West and Greasley (Watnall)"
"37UDGQ","Stapleford North"
"37UDGR","Stapleford South East"
"37UDGS","Stapleford South West"
"37UDGT","Toton and Chilwell Meadows"
"37UDGU","Trowell"
"37UEGB","Bestwood Village"
"37UEGC","Bonington"
"37UEGD","Burton Joyce and Stoke Bardolph"
"37UEGE","Calverton"
"37UEGF","Carlton"
"37UEGG","Carlton Hill"
"37UEGH","Daybrook"
"37UEGJ","Gedling"
"37UEGK","Killisick"
"37UEGL","Kingswell"
"37UEGM","Lambley"
"37UEGN","Mapperley Plains"
"37UEGP","Netherfield and Colwick"
"37UEGQ","Newstead"
"37UEGR","Phoenix"
"37UEGS","Porchester"
"37UEGT","Ravenshead"
"37UEGU","St James"
"37UEGW","St Marys"
"37UEGX","Valley"
"37UEGY","Woodborough"
"37UEGZ","Woodthorpe"
"37UFFU","Berry Hill"
"37UFFW","Birklands"
"37UFFX","Broomhill"
"37UFFY","Cumberlands"
"37UFFZ","Eakring"
"37UFGA","Forest Town East"
"37UFGB","Forest Town West"
"37UFGC","Grange Farm"
"37UFGD","Ladybrook"
"37UFGE","Leeming"
"37UFGF","Lindhurst"
"37UFGG","Meden"
"37UFGH","Oak Tree"
"37UFGJ","Pleasley Hill"
"37UFGK","Portland"
"37UFGL","Priory"
"37UFGM","Ravensdale"
"37UFGN","Robin Hood"
"37UFGP","Sherwood"
"37UGHL","Balderton North"
"37UGHM","Balderton West"
"37UGHN","Beacon"
"37UGHP","Blidworth"
"37UGHQ","Boughton"
"37UGHR","Bridge"
"37UGHS","Castle"
"37UGHT","Caunton"
"37UGHU","Clipstone"
"37UGHW","Collingham and Meering"
"37UGHX","Devon"
"37UGHY","Edwinstowe"
"37UGHZ","Farndon"
"37UGJA","Farnsfield and Bilsthorpe"
"37UGJB","Lowdham"
"37UGJC","Magnus"
"37UGJD","Muskham"
"37UGJE","Ollerton"
"37UGJF","Rainworth"
"37UGJG","Southwell East"
"37UGJH","Southwell North"
"37UGJJ","Southwell West"
"37UGJK","Sutton-on-Trent"
"37UGJL","Trent"
"37UGJM","Winthorpe"
"37UJGG","Abbey"
"37UJGH","Bingham East"
"37UJGJ","Bingham West"
"37UJGK","Compton Acres"
"37UJGL","Cotgrave"
"37UJGM","Cranmer"
"37UJGN","Edwalton Village"
"37UJGP","Gamston"
"37UJGQ","Gotham"
"37UJGR","Keyworth North"
"37UJGS","Keyworth South"
"37UJGT","Lady Bay"
"37UJGU","Leake"
"37UJGW","Lutterell"
"37UJGX","Manvers"
"37UJGY","Melton"
"37UJGZ","Musters"
"37UJHA","Nevile"
"37UJHB","Oak"
"37UJHC","Ruddington"
"37UJHD","Soar Valley"
"37UJHE","Stanford"
"37UJHF","Thoroton"
"37UJHG","Tollerton"
"37UJHH","Trent"
"37UJHJ","Trent Bridge"
"37UJHK","Wiverton"
"37UJHL","Wolds"
"38UBGJ","Adderbury"
"38UBGK","Ambrosden and Chesterton"
"38UBGL","Banbury Calthorpe"
"38UBGM","Banbury Easington"
"38UBGN","Banbury Grimsbury and Castle"
"38UBGP","Banbury Hardwick"
"38UBGQ","Banbury Neithrop"
"38UBGR","Banbury Ruscote"
"38UBGS","Bicester East"
"38UBGT","Bicester North"
"38UBGU","Bicester South"
"38UBGW","Bicester Town"
"38UBGX","Bicester West"
"38UBGY","Bloxham and Bodicote"
"38UBGZ","Caversfield"
"38UBHA","Cropredy"
"38UBHB","Deddington"
"38UBHC","Fringford"
"38UBHD","Hook Norton"
"38UBHE","Kidlington North"
"38UBHF","Kidlington South"
"38UBHG","Kirtlington"
"38UBHH","Launton"
"38UBHJ","Otmoor"
"38UBHK","Sibford"
"38UBHL","The Astons and Heyfords"
"38UBHM","Wroxton"
"38UBHN","Yarnton, Gosford and Water Eaton"
"38UCFT","Barton and Sandhills"
"38UCFU","Blackbird Leys"
"38UCFW","Carfax"
"38UCFX","Churchill"
"38UCFY","Cowley"
"38UCFZ","Cowley Marsh"
"38UCGA","Headington"
"38UCGB","Headington Hill and Northway"
"38UCGC","Hinksey Park"
"38UCGD","Holywell"
"38UCGE","Iffley Fields"
"38UCGF","Jericho and Osney"
"38UCGG","Littlemore"
"38UCGH","Lye Valley"
"38UCGJ","Marston"
"38UCGK","North"
"38UCGL","Northfield Brook"
"38UCGM","Quarry and Risinghurst"
"38UCGN","Rose Hill and Iffley"
"38UCGP","St Clement's"
"38UCGQ","St Margaret's"
"38UCGR","St Mary's"
"38UCGS","Summertown"
"38UCGT","Wolvercote"
"38UDGK","Aston Rowant"
"38UDGL","Benson"
"38UDGM","Berinsfield"
"38UDGN","Brightwell"
"38UDGP","Chalgrove"
"38UDGQ","Chiltern Woods"
"38UDGR","Chinnor"
"38UDGS","Cholsey and Wallingford South"
"38UDGT","Crowmarsh"
"38UDGU","Didcot All Saints"
"38UDGW","Didcot Ladygrove"
"38UDGX","Didcot Northbourne"
"38UDGY","Didcot Park"
"38UDGZ","Forest Hill and Holton"
"38UDHA","Garsington"
"38UDHB","Goring"
"38UDHC","Great Milton"
"38UDHD","Hagbourne"
"38UDHE","Henley North"
"38UDHF","Henley South"
"38UDHG","Sandford"
"38UDHH","Shiplake"
"38UDHJ","Sonning Common"
"38UDHK","Thame North"
"38UDHL","Thame South"
"38UDHM","Wallingford North"
"38UDHN","Watlington"
"38UDHP","Wheatley"
"38UDHQ","Woodcote"
"38UEGJ","Abingdon Abbey and Barton"
"38UEGK","Abingdon Caldecott"
"38UEGL","Abingdon Dunmore"
"38UEGM","Abingdon Fitzharris"
"38UEGN","Abingdon Northcourt"
"38UEGP","Abingdon Ock Meadow"
"38UEGQ","Abingdon Peachcroft"
"38UEGR","Appleton and Cumnor"
"38UEGS","Blewbury and Upton"
"38UEGT","Craven"
"38UEGU","Drayton"
"38UEGW","Faringdon and The Coxwells"
"38UEGX","Greendown"
"38UEGY","Grove"
"38UEGZ","Hanneys"
"38UEHA","Harwell"
"38UEHB","Hendreds"
"38UEHC","Kennington and South Hinksey"
"38UEHD","Kingston Bagpuize with Southmoor"
"38UEHE","Longworth"
"38UEHF","Marcham and Shippon"
"38UEHG","North Hinksey and Wytham"
"38UEHH","Radley"
"38UEHJ","Shrivenham"
"38UEHK","Stanford"
"38UEHL","Sunningwell and Wootton"
"38UEHM","Sutton Courtenay and Appleford"
"38UEHN","Wantage Charlton"
"38UEHP","Wantage Segsbury"
"38UFGL","Alvescot and Filkins"
"38UFGM","Ascott and Shipton"
"38UFGN","Bampton and Clanfield"
"38UFGP","Brize Norton and Shilton"
"38UFGQ","Burford"
"38UFGR","Carterton North East"
"38UFGS","Carterton North West"
"38UFGT","Carterton South"
"38UFGU","Chadlington and Churchill"
"38UFGW","Charlbury and Finstock"
"38UFGX","Chipping Norton"
"38UFGY","Ducklington"
"38UFGZ","Eynsham and Cassington"
"38UFHA","Freeland and Hanborough"
"38UFHB","Hailey, Minster Lovell and Leafield"
"38UFHC","Kingham, Rollright and Enstone"
"38UFHD","Milton-under-Wychwood"
"38UFHE","North Leigh"
"38UFHF","Standlake, Aston and Stanton Harcourt"
"38UFHG","Stonesfield and Tackley"
"38UFHH","The Bartons"
"38UFHJ","Witney Central"
"38UFHK","Witney East"
"38UFHL","Witney North"
"38UFHM","Witney South"
"38UFHN","Witney West"
"38UFHP","Woodstock and Bladon"
"40UBHY","Ammerdown"
"40UBHZ","Ashwick, Chilcompton and Stratton"
"40UBJA","Beckington and Selwood"
"40UBJB","Butleigh and Baltonsborough"
"40UBJC","Chewton Mendip and Ston Easton"
"40UBJD","Coleford and Holcombe"
"40UBJE","Cranmore, Doulting and Nunney"
"40UBJF","Creech"
"40UBJG","Croscombe and Pilton"
"40UBJH","Frome Berkley Down"
"40UBJJ","Frome College"
"40UBJK","Frome Keyford"
"40UBJL","Frome Market"
"40UBJM","Frome Oakfield"
"40UBJN","Frome Park"
"40UBJP","Glastonbury St Benedict's"
"40UBJQ","Glastonbury St Edmund's"
"40UBJR","Glastonbury St John's"
"40UBJS","Glastonbury St Mary's"
"40UBJT","Moor"
"40UBJU","Postlebury"
"40UBJW","Rode and Norton St Philip"
"40UBJX","Rodney and Westbury"
"40UBJY","St Cuthbert Out North"
"40UBJZ","Shepton East"
"40UBKA","Shepton West"
"40UBKB","Street North"
"40UBKC","Street South"
"40UBKD","Street West"
"40UBKE","The Pennards and Ditcheat"
"40UBKF","Wells Central"
"40UBKG","Wells St Cuthbert's"
"40UBKH","Wells St Thomas'"
"40UBKJ","Wookey and St Cuthbert Out West"
"40UCGJ","Axbridge"
"40UCGK","Axe Vale"
"40UCGL","Berrow"
"40UCGM","Brent North"
"40UCGN","Bridgwater Bower"
"40UCGP","Bridgwater Eastover"
"40UCGQ","Bridgwater Hamp"
"40UCGR","Bridgwater Quantock"
"40UCGS","Bridgwater Sydenham"
"40UCGT","Bridgwater Victoria"
"40UCGU","Burnham North"
"40UCGW","Burnham South"
"40UCGX","Cannington and Quantocks"
"40UCGY","Cheddar and Shipham"
"40UCGZ","East Poldens"
"40UCHA","Highbridge"
"40UCHB","Huntspill and Pawlett"
"40UCHC","King's Isle"
"40UCHD","Knoll"
"40UCHE","North Petherton"
"40UCHF","Puriton"
"40UCHG","Sandford"
"40UCHH","Wedmore and Mark"
"40UCHJ","West Poldens"
"40UCHK","Woolavington"
"40UDJP","Blackdown"
"40UDJQ","Blackmoor Vale"
"40UDJR","Bruton"
"40UDJS","Brympton"
"40UDJT","Burrow Hill"
"40UDJU","Camelot"
"40UDJW","Cary"
"40UDJX","Chard Avishayes"
"40UDJY","Chard Combe"
"40UDJZ","Chard Crimchard"
"40UDKA","Chard Holyrood"
"40UDKB","Chard Jocelyn"
"40UDKC","Coker"
"40UDKD","Crewkerne"
"40UDKE","Curry Rivel"
"40UDKF","Eggwood"
"40UDKG","Hamdon"
"40UDKH","Ilminster"
"40UDKJ","Islemoor"
"40UDKK","Ivelchester"
"40UDKL","Langport and Huish"
"40UDKM","Martock"
"40UDKN","Milborne Port"
"40UDKP","Neroche"
"40UDKQ","Northstone"
"40UDKR","Parrett"
"40UDKS","St Michael's"
"40UDKT","South Petherton"
"40UDKU","Tatworth and Forton"
"40UDKW","Tower"
"40UDKX","Turn Hill"
"40UDKY","Wessex"
"40UDKZ","Wincanton"
"40UDLA","Windwhistle"
"40UDLB","Yeovil Central"
"40UDLC","Yeovil East"
"40UDLD","Yeovil South"
"40UDLE","Yeovil West"
"40UDLF","Yeovil Without"
"40UEHM","Bishop's Hull"
"40UEHN","Bishop's Lydeard"
"40UEHP","Blackdown"
"40UEHQ","Bradford-on-Tone"
"40UEHR","Comeytrowe"
"40UEHS","Milverton and North Deane"
"40UEHT","Monument"
"40UEHU","Neroche"
"40UEHW","North Curry and Stoke St Gregory"
"40UEHX","Norton Fitzwarren"
"40UEHY","Ruishton and Creech"
"40UEHZ","Staplegrove"
"40UEJA","Taunton Blackbrook and Holway"
"40UEJB","Taunton Eastgate"
"40UEJC","Taunton Fairwater"
"40UEJD","Taunton Halcon"
"40UEJE","Taunton Killams and Mountfield"
"40UEJF","Taunton Lyngford"
"40UEJG","Taunton Manor and Wilton"
"40UEJH","Taunton Pyrland and Rowbarton"
"40UEJJ","Trull"
"40UEJK","Wellington East"
"40UEJL","Wellington North"
"40UEJM","Wellington Rockwell Green and West"
"40UEJN","West Monkton"
"40UEJP","Wiveliscombe and West Deane"
"40UFFW","Alcombe East"
"40UFFX","Alcombe West"
"40UFFY","Aville Vale"
"40UFFZ","Brompton Ralph and Haddon"
"40UFGA","Carhampton and Withycombe"
"40UFGB","Crowcombe and Stogumber"
"40UFGC","Dulverton and Brushford"
"40UFGD","Dunster"
"40UFGE","Exmoor"
"40UFGF","Minehead North"
"40UFGG","Minehead South"
"40UFGH","Old Cleeve"
"40UFGJ","Porlock and District"
"40UFGK","Quantock Vale"
"40UFGL","Quarme"
"40UFGM","Watchet"
"40UFGN","West Quantock"
"40UFGP","Williton"
"41UBFR","Brereton and Ravenhill"
"41UBFS","Cannock East"
"41UBFT","Cannock North"
"41UBFU","Cannock South"
"41UBFW","Cannock West"
"41UBFX","Etching Hill and The Heath"
"41UBFY","Hagley"
"41UBFZ","Hawks Green"
"41UBGA","Heath Hayes East and Wimblebury"
"41UBGB","Hednesford Green Heath"
"41UBGC","Hednesford North"
"41UBGD","Hednesford South"
"41UBGE","Norton Canes"
"41UBGF","Rawnsley"
"41UBGG","Western Springs"
"41UCGC","Abbey"
"41UCGD","Anglesey"
"41UCGE","Bagots"
"41UCGF","Branston"
"41UCGG","Brizlincote"
"41UCGH","Burton"
"41UCGJ","Churnet"
"41UCGK","Crown"
"41UCGL","Eton Park"
"41UCGM","Heath"
"41UCGN","Horninglow"
"41UCGP","Needwood"
"41UCGQ","Rolleston on Dove"
"41UCGR","Shobnall"
"41UCGS","Stapenhill"
"41UCGT","Stretton"
"41UCGU","Town"
"41UCGW","Tutbury and Outwoods"
"41UCGX","Weaver"
"41UCGY","Winshill"
"41UCGZ","Yoxall"
"41UDGE","All Saints"
"41UDGF","Alrewas and Fradley"
"41UDGG","Armitage with Handsacre"
"41UDGH","Boley Park"
"41UDGJ","Boney Hay"
"41UDGK","Bourne Vale"
"41UDGL","Burntwood Central"
"41UDGM","Chadsmead"
"41UDGN","Chase Terrace"
"41UDGP","Chasetown"
"41UDGQ","Colton and Mavesyn Ridware"
"41UDGR","Curborough"
"41UDGS","Fazeley"
"41UDGT","Hammerwich"
"41UDGU","Highfield"
"41UDGW","King's Bromley"
"41UDGX","Leomansley"
"41UDGY","Little Aston"
"41UDGZ","Longdon"
"41UDHA","Mease and Tame"
"41UDHB","St John's"
"41UDHC","Shenstone"
"41UDHD","Stonnall"
"41UDHE","Stowe"
"41UDHF","Summerfield"
"41UDHG","Whittington"
"41UEGA","Audley and Bignall End"
"41UEGB","Bradwell"
"41UEGC","Butt Lane"
"41UEGD","Chesterton"
"41UEGE","Clayton"
"41UEGF","Cross Heath"
"41UEGG","Halmerend"
"41UEGH","Holditch"
"41UEGJ","Keele"
"41UEGK","Kidsgrove"
"41UEGL","Knutton and Silverdale"
"41UEGM","Loggerheads and Whitmore"
"41UEGN","Madeley"
"41UEGP","May Bank"
"41UEGQ","Newchapel"
"41UEGR","Porthill"
"41UEGS","Ravenscliffe"
"41UEGT","Seabridge"
"41UEGU","Silverdale and Parksite"
"41UEGW","Talke"
"41UEGX","Thistleberry"
"41UEGY","Town"
"41UEGZ","Westlands"
"41UEHA","Wolstanton"
"41UFHM","Bilbrook"
"41UFHN","Brewood and Coven"
"41UFHP","Cheslyn Hay North and Saredon"
"41UFHQ","Cheslyn Hay South"
"41UFHR","Codsall North"
"41UFHS","Codsall South"
"41UFHT","Essington"
"41UFHU","Featherstone and Shareshill"
"41UFHW","Great Wyrley Landywood"
"41UFHX","Great Wyrley Town"
"41UFHY","Himley and Swindon"
"41UFHZ","Huntington and Hatherton"
"41UFJA","Kinver"
"41UFJB","Pattingham and Patshull"
"41UFJC","Penkridge North East and Acton Trussell"
"41UFJD","Penkridge South East"
"41UFJE","Penkridge West"
"41UFJF","Perton Dippons"
"41UFJG","Perton East"
"41UFJH","Perton Lakeside"
"41UFJJ","Trysull and Seisdon"
"41UFJK","Wheaton Aston, Bishopswood and Lapley"
"41UFJL","Wombourne North and Lower Penn"
"41UFJM","Wombourne South East"
"41UFJN","Wombourne South West"
"41UGGH","Barlaston and Oulton"
"41UGGJ","Baswich"
"41UGGK","Chartley"
"41UGGL","Church Eaton"
"41UGGM","Common"
"41UGGN","Coton"
"41UGGP","Eccleshall"
"41UGGQ","Forebridge"
"41UGGR","Fulford"
"41UGGS","Gnosall and Woodseaves"
"41UGGT","Haywood and Hixon"
"41UGGU","Highfields and Western Downs"
"41UGGW","Holmcroft"
"41UGGX","Littleworth"
"41UGGY","Manor"
"41UGGZ","Milford"
"41UGHA","Milwich"
"41UGHB","Penkside"
"41UGHC","Rowley"
"41UGHD","St. Michael's"
"41UGHE","Seighford"
"41UGHF","Stonefield and Christchurch"
"41UGHG","Swynnerton"
"41UGHH","Tillington"
"41UGHJ","Walton"
"41UGHK","Weeping Cross"
"41UHGF","Alton"
"41UHGG","Bagnall and Stanley"
"41UHGH","Biddulph East"
"41UHGJ","Biddulph Moor"
"41UHGK","Biddulph North"
"41UHGL","Biddulph South"
"41UHGM","Biddulph West"
"41UHGN","Brown Edge and Endon"
"41UHGP","Caverswall"
"41UHGQ","Cellarhead"
"41UHGR","Cheadle North East"
"41UHGS","Cheadle South East"
"41UHGT","Cheadle West"
"41UHGU","Checkley"
"41UHGW","Cheddleton"
"41UHGX","Churnet"
"41UHGY","Dane"
"41UHGZ","Forsbrook"
"41UHHA","Hamps Valley"
"41UHHB","Horton"
"41UHHC","Ipstones"
"41UHHD","Leek East"
"41UHHE","Leek North"
"41UHHF","Leek South"
"41UHHG","Leek West"
"41UHHH","Manifold"
"41UHHJ","Werrington"
"41UKFL","Amington"
"41UKFM","Belgrave"
"41UKFN","Bolehall"
"41UKFP","Castle"
"41UKFQ","Glascote"
"41UKFR","Mercian"
"41UKFS","Spital"
"41UKFT","Stonydelph"
"41UKFU","Trinity"
"41UKFW","Wilnecote"
"42UBGH","Alton"
"42UBGJ","Berners"
"42UBGK","Boxford"
"42UBGL","Brett Vale"
"42UBGM","Brook"
"42UBGN","Bures St Mary"
"42UBGP","Chadacre"
"42UBGQ","Dodnash"
"42UBGR","Glemsford and Stanstead"
"42UBGS","Great Cornard North"
"42UBGT","Great Cornard South"
"42UBGU","Hadleigh North"
"42UBGW","Hadleigh South"
"42UBGX","Holbrook"
"42UBGY","Lavenham"
"42UBGZ","Leavenheath"
"42UBHA","Long Melford"
"42UBHB","Lower Brett"
"42UBHC","Mid Samford"
"42UBHD","Nayland"
"42UBHE","North Cosford"
"42UBHF","Pinewood"
"42UBHG","South Cosford"
"42UBHH","Sudbury East"
"42UBHJ","Sudbury North"
"42UBHK","Sudbury South"
"42UBHL","Waldingfield"
"42UCFR","All Saints"
"42UCFS","Brandon East"
"42UCFT","Brandon West"
"42UCFU","Eriswell and The Rows"
"42UCFW","Exning"
"42UCFX","Great Heath"
"42UCFY","Iceni"
"42UCFZ","Lakenheath"
"42UCGA","Manor"
"42UCGB","Market"
"42UCGC","Red Lodge"
"42UCGD","St Mary's"
"42UCGE","Severals"
"42UCGF","South"
"42UDFS","Alexandra"
"42UDFT","Bixley"
"42UDFU","Bridge"
"42UDFW","Castle Hill"
"42UDFX","Gainsborough"
"42UDFY","Gipping"
"42UDFZ","Holywells"
"42UDGA","Priory Heath"
"42UDGB","Rushmere"
"42UDGC","St John's"
"42UDGD","St Margaret's"
"42UDGE","Sprites"
"42UDGF","Stoke Park"
"42UDGG","Westgate"
"42UDGH","Whitehouse"
"42UDGJ","Whitton"
"42UEGM","Bacton and Old Newton"
"42UEGN","Badwell Ash"
"42UEGP","Barking and Somersham"
"42UEGQ","Bramford and Blakenham"
"42UEGR","Claydon and Barham"
"42UEGS","Debenham"
"42UEGT","Elmswell and Norton"
"42UEGU","Eye"
"42UEGW","Fressingfield"
"42UEGX","Gislingham"
"42UEGY","Haughley and Wetherden"
"42UEGZ","Helmingham and Coddenham"
"42UEHA","Hoxne"
"42UEHB","Mendlesham"
"42UEHC","Needham Market"
"42UEHD","Onehouse"
"42UEHE","Palgrave"
"42UEHF","Rattlesden"
"42UEHG","Rickinghall and Walsham"
"42UEHH","Ringshall"
"42UEHJ","Stowmarket Central"
"42UEHK","Stowmarket North"
"42UEHL","Stowmarket South"
"42UEHM","Stowupland"
"42UEHN","Stradbroke and Laxfield"
"42UEHP","The Stonhams"
"42UEHQ","Thurston and Hessett"
"42UEHR","Wetheringsett"
"42UEHS","Woolpit"
"42UEHT","Worlingworth"
"42UFGL","Abbeygate"
"42UFGM","Bardwell"
"42UFGN","Barningham"
"42UFGP","Barrow"
"42UFGQ","Cavendish"
"42UFGR","Chedburgh"
"42UFGS","Clare"
"42UFGT","Eastgate"
"42UFGU","Fornham"
"42UFGW","Great Barton"
"42UFGX","Haverhill East"
"42UFGY","Haverhill North"
"42UFGZ","Haverhill South"
"42UFHA","Haverhill West"
"42UFHB","Horringer and Whelnetham"
"42UFHC","Hundon"
"42UFHD","Ixworth"
"42UFHE","Kedington"
"42UFHF","Minden"
"42UFHG","Moreton Hall"
"42UFHH","Northgate"
"42UFHJ","Pakenham"
"42UFHK","Risby"
"42UFHL","Risbygate"
"42UFHM","Rougham"
"42UFHN","St Olaves"
"42UFHP","Southgate"
"42UFHQ","Stanton"
"42UFHR","Westgate"
"42UFHS","Wickhambrook"
"42UFHT","Withersfield"
"42UGGW","Aldeburgh"
"42UGGX","Earl Soham"
"42UGGY","Farlingaye"
"42UGGZ","Felixstowe East"
"42UGHA","Felixstowe North"
"42UGHB","Felixstowe South"
"42UGHC","Felixstowe South East"
"42UGHD","Felixstowe West"
"42UGHE","Framlingham"
"42UGHF","Grundisburgh"
"42UGHG","Hacheston"
"42UGHH","Hollesley with Eyke"
"42UGHJ","Kesgrave East"
"42UGHK","Kesgrave West"
"42UGHL","Kyson"
"42UGHM","Leiston"
"42UGHN","Martlesham"
"42UGHP","Melton and Ufford"
"42UGHQ","Nacton"
"42UGHR","Orford and Tunstall"
"42UGHS","Otley"
"42UGHT","Peasenhall"
"42UGHU","Rendlesham"
"42UGHW","Riverside"
"42UGHX","Rushmere St Andrew"
"42UGHY","Saxmundham"
"42UGHZ","Seckford"
"42UGJA","Snape"
"42UGJB","Sutton"
"42UGJC","Trimleys with Kirton"
"42UGJD","Walberswick and Wenhaston"
"42UGJE","Wickham Market"
"42UGJF","Witnesham"
"42UGJG","Yoxford"
"42UHFY","Beccles North"
"42UHFZ","Beccles South"
"42UHGA","Blything"
"42UHGB","Bungay"
"42UHGC","Carlton"
"42UHGD","Carlton Colville"
"42UHGE","Gunton and Corton"
"42UHGF","Halesworth"
"42UHGG","Harbour"
"42UHGH","Kessingland"
"42UHGJ","Kirkley"
"42UHGK","Lothingland"
"42UHGL","Normanston"
"42UHGM","Oulton"
"42UHGN","Oulton Broad"
"42UHGP","Pakefield"
"42UHGQ","St Margaret's"
"42UHGR","Southwold and Reydon"
"42UHGS","The Saints"
"42UHGT","Wainford"
"42UHGU","Whitton"
"42UHGW","Worlingham"
"42UHGX","Wrentham"
"43UBFZ","Claygate"
"43UBGA","Cobham and Downside"
"43UBGB","Cobham Fairmile"
"43UBGC","Esher"
"43UBGD","Hersham North"
"43UBGE","Hersham South"
"43UBGF","Hinchley Wood"
"43UBGG","Long Ditton"
"43UBGH","Molesey East"
"43UBGJ","Molesey North"
"43UBGK","Molesey South"
"43UBGL","Oatlands Park"
"43UBGM","Oxshott and Stoke D'Abernon"
"43UBGN","St George's Hill"
"43UBGP","Thames Ditton"
"43UBGQ","Walton Ambleside"
"43UBGR","Walton Central"
"43UBGS","Walton North"
"43UBGT","Walton South"
"43UBGU","Weston Green"
"43UBGW","Weybridge North"
"43UBGX","Weybridge South"
"43UCFP","Auriol"
"43UCFQ","College"
"43UCFR","Court"
"43UCFS","Cuddington"
"43UCFT","Ewell"
"43UCFU","Ewell Court"
"43UCFW","Nonsuch"
"43UCFX","Ruxley"
"43UCFY","Stamford"
"43UCFZ","Stoneleigh"
"43UCGA","Town"
"43UCGB","West Ewell"
"43UCGC","Woodcote"
"43UDFY","Ash South and Tongham"
"43UDFZ","Ash Vale"
"43UDGA","Ash Wharf"
"43UDGB","Burpham"
"43UDGC","Christchurch"
"43UDGD","Clandon and Horsley"
"43UDGE","Effingham"
"43UDGF","Friary and St Nicolas"
"43UDGG","Holy Trinity"
"43UDGH","Lovelace"
"43UDGJ","Merrow"
"43UDGK","Normandy"
"43UDGL","Onslow"
"43UDGM","Pilgrims"
"43UDGN","Pirbright"
"43UDGP","Send"
"43UDGQ","Shalford"
"43UDGR","Stoke"
"43UDGS","Stoughton"
"43UDGT","Tillingbourne"
"43UDGU","Westborough"
"43UDGW","Worplesdon"
"43UEGA","Ashtead Common"
"43UEGB","Ashtead Park"
"43UEGC","Ashtead Village"
"43UEGD","Beare Green"
"43UEGE","Bookham North"
"43UEGF","Bookham South"
"43UEGG","Box Hill and Headley"
"43UEGH","Brockham, Betchworth and Buckland"
"43UEGJ","Capel, Leigh and Newdigate"
"43UEGK","Charlwood"
"43UEGL","Dorking North"
"43UEGM","Dorking South"
"43UEGN","Fetcham East"
"43UEGP","Fetcham West"
"43UEGQ","Holmwoods"
"43UEGR","Leatherhead North"
"43UEGS","Leatherhead South"
"43UEGT","Leith Hill"
"43UEGU","Mickleham, Westhumble and Pixham"
"43UEGW","Okewood"
"43UEGX","Westcott"
"43UFFU","Banstead Village"
"43UFFW","Chipstead, Hooley and Woodmansterne"
"43UFFX","Earlswood and Whitebushes"
"43UFFY","Horley Central"
"43UFFZ","Horley East"
"43UFGA","Horley West"
"43UFGB","Kingswood with Burgh Heath"
"43UFGC","Meadvale and St John's"
"43UFGD","Merstham"
"43UFGE","Nork"
"43UFGF","Preston"
"43UFGG","Redhill East"
"43UFGH","Redhill West"
"43UFGJ","Reigate Central"
"43UFGK","Reigate Hill"
"43UFGL","Salfords and Sidlow"
"43UFGM","South Park and Woodhatch"
"43UFGN","Tadworth and Walton"
"43UFGP","Tattenhams"
"43UGFQ","Addlestone Bourneside"
"43UGFR","Addlestone North"
"43UGFS","Chertsey Meads"
"43UGFT","Chertsey St Ann's"
"43UGFU","Chertsey South and Row Town"
"43UGFW","Egham Hythe"
"43UGFX","Egham Town"
"43UGFY","Englefield Green East"
"43UGFZ","Englefield Green West"
"43UGGA","Foxhills"
"43UGGB","New Haw"
"43UGGC","Thorpe"
